Neighborhood,area,population,avg household size,avg number of cars apts,avg number of cars houses,males,med age females,med age males,med household income,med rent,pct born in another us state,pct born in state,pct families with children,pct family household,pct foreign born residents,pct married couple,pct native residents born outside us,pct never married females > 15,pct never married males > 15,pct not speak English well,pct single mother,pct units mortgage,American Restaurant,Athletics & Sports,Bakery,Bar,Baseball Field,Basketball Court,Beach,Brewery,Bus Station,Business Service,Café,Chinese Restaurant,Coffee Shop,Construction & Landscaping,Convenience Store,Cosmetics Shop,Dessert Shop,Disc Golf,Discount Store,Dog Run,Fast Food Restaurant,Food,Food Truck,Furniture / Home Store,Gas Station,Golf Course,Grocery Store,Gym,Gym / Fitness Center,Home Service,Hotel,Italian Restaurant,Lake,Lawyer,Massage Studio,Mexican Restaurant,Music Venue,Nightlife Spot,Park,Pharmacy,Pizza Place,Playground,Pool,Pub,Rental Car Location,Sandwich Place,Social Club,Spa,Supermarket,Tennis Court,Trail,Video Store,Water Park
"Madonna Acres, Raleigh, NC",0.027000000000000003,171,2.4,1.3,1.5,57.0,20.3,20.1,30398.0,556.0,29.6,67.7,1.7,48.2,1.6,6.6,1.0,60.5,27.5,0.0,10.8,93.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Magnolia Court, Raleigh, NC",0.008,18,2.1,1.2,2.2,9.0,59.9,57.1,99318.0,872.0,54.2,39.7,47.1,34.8,5.2,72.5,0.9,3.2,5.5,0.0,14.3,73.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Maplewood Forest, Raleigh, NC",0.024,47,47.6,1.3,2.0,20.0,38.7,30.8,56482.0,1013.0,25.9,60.2,12.4,62.7,12.7,30.0,1.2,31.3,17.1,3.2,19.3,84.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Markwood, Raleigh, NC",0.015,10,28.0,2.0,1.7,3.0,55.2,49.4,90982.0,1215.0,36.9,42.8,31.8,31.9,18.9,39.2,1.4,30.6,14.0,0.0,16.9,64.1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666668,0.0,0.2333333333333333,0.03333333333333333,0.0,0.0,0.0,0.06666666666666668,0.0,0.0,0.06666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0
"Marlowe Court, Raleigh, NC",0.006999999999999999,9,2.4,1.6,2.2,4.0,49.3,51.7,99444.0,1486.0,30.1,65.8,36.5,41.4,3.4,65.0,0.6,12.6,13.3,0.0,5.4,56.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
"Masota, Raleigh, NC",0.021,5,21.0,1.7,1.7,3.0,36.7,30.7,65332.0,853.0,48.6,38.8,42.6,37.7,11.4,30.3,1.1,12.6,39.9,0.0,7.5,96.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Meadow Hill Place, Raleigh, NC",0.004,10,2.7,2.5,2.2,5.0,43.1,37.8,113750.0,982.0,36.9,54.2,32.3,53.0,6.7,68.8,2.3,9.7,11.5,0.0,4.2,69.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Meadowbrook, Raleigh, NC",0.015,50,2.2,1.1,1.5,22.0,33.9,35.8,45493.0,674.0,37.6,55.3,21.0,50.4,5.9,27.5,1.2,21.2,16.3,0.0,24.5,79.1,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Meadowcreek, Raleigh, NC",0.028,87,2.6,0.7,1.6,35.0,33.6,26.8,25982.0,610.0,28.8,64.2,5.3,36.5,6.4,14.4,0.5,20.4,27.4,1.3,32.4,67.5,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Meredith, Raleigh, NC",0.402,336,31.7,1.6,1.7,148.0,53.0,47.6,84814.0,1379.0,36.9,42.9,32.9,43.8,18.7,50.3,1.4,21.5,13.6,4.5,6.7,60.2,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mial Plantation, Raleigh, NC",0.16699999999999998,43,3.2,11.3,2.6,20.0,44.8,46.0,108861.0,670.0,31.9,62.2,33.3,65.2,5.5,77.3,0.5,13.7,8.6,0.0,8.8,84.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Middleton Place, Raleigh, NC",0.006,18,2.6,1.7,2.1,9.0,44.3,37.0,94000.0,745.0,39.7,52.0,40.1,50.0,7.1,59.7,1.1,12.5,18.4,0.0,1.2,59.7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Milburnie Place, Raleigh, NC",0.006,11,2.4,1.6,1.7,5.0,33.2,36.9,40338.0,827.0,25.3,67.5,5.2,34.0,6.7,31.8,0.5,33.4,18.0,0.0,39.5,76.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mill Stone Townhomes, Raleigh, NC",0.004,1,1.0,1.6462395543175488,259.8,0.5,0.0,0.0,49125.0,678.0,1.7,10.7,13.2,111.7,85.3,25.1,4.1,22.5,66.1,0.8,0.0,1.2,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Millbrook Estates, Raleigh, NC",0.04,67,1.9,0.4,1.7,29.0,62.8,45.3,51481.0,2295.0,38.7,47.6,39.8,19.4,12.7,35.7,1.0,7.5,14.3,4.6,7.1,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Millbrook Village, Raleigh, NC",0.009000000000000001,27,3.6,1.6,1.7,16.0,23.5,25.4,33648.0,717.0,27.1,36.2,6.1,60.3,35.8,17.2,0.9,24.5,31.0,21.7,14.1,87.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Millstream, Raleigh, NC",0.008,19,2.6,2.0,2.2,10.0,45.6,48.1,120112.0,1486.0,32.5,62.2,31.3,68.4,3.2,78.2,2.1,6.8,6.0,0.0,1.6,69.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
"Mine Valley, Raleigh, NC",0.174,387,2.1,1.2,2.2,197.0,59.9,57.1,99318.0,872.0,54.2,39.7,46.8,34.8,5.2,72.5,0.9,3.2,5.5,0.0,17.3,73.4,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0
"Monie Lane, Raleigh, NC",0.002,17,2.5,0.9,1.7,7.0,40.6,34.3,34036.0,595.0,28.8,64.2,14.5,36.3,6.4,23.9,0.5,19.1,24.2,0.0,24.8,70.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Montague, Raleigh, NC",0.027000000000000003,16,2.3,1.7,1.8,8.0,40.8,36.0,53929.0,895.0,42.0,45.8,26.1,37.7,10.9,34.1,1.3,24.9,22.6,0.0,19.9,86.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Montclair, Raleigh, NC",0.032,26,1.7,1.2,2.0,12.0,44.7,43.6,50573.0,762.0,58.9,36.7,20.7,40.2,2.8,38.3,1.6,20.3,14.2,0.0,40.1,81.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mordecai Village, Raleigh, NC",0.022,38,29.0,1.4,2.0,21.0,39.2,37.2,88295.0,875.0,42.7,53.0,41.6,46.0,3.3,46.0,1.0,10.3,21.3,0.0,1.9,86.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mordecai, Raleigh, NC",0.282,818,8.8,1.2,1.8,360.0,30.4,34.9,49997.0,738.0,40.6,53.9,25.6,42.3,4.4,33.5,1.0,26.7,17.1,1.4,20.5,80.7,0.0,0.0,0.04878048780487805,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.024390243902439025,0.0,0.024390243902439025,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Morgans Mill Townhomes, Raleigh, NC",0.003,1,1.0,1.6462395543175488,259.8,0.5,0.0,0.0,49125.0,678.0,1.7,10.7,13.2,89.4,85.3,25.1,4.1,22.5,66.1,0.8,0.0,1.2,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mount Vernon (Westover), Raleigh, NC",0.128,100,2.1,1.5,2.1,53.0,30.9,28.7,62857.0,905.0,44.5,42.4,37.8,32.2,11.1,27.5,2.0,25.1,29.7,2.1,5.2,75.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mountainbrook, Raleigh, NC",0.04,89,2.1,1.2,2.2,45.0,59.9,57.1,99318.0,872.0,54.2,39.7,47.2,34.8,5.2,72.5,0.9,3.2,5.5,0.0,14.3,73.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
"Mt Vernon Park, Raleigh, NC",0.025,20,2.1,1.5,2.1,10.0,30.9,28.7,62857.0,905.0,44.5,42.4,37.7,32.2,11.1,27.5,2.0,25.1,29.7,0.0,5.2,75.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Murraywood, Columbia, SC",7.865,6110,7.8,1.8,1.9,3055.0,37.8,40.4,81120.0,679.0,37.4,56.6,30.7,52.0,3.4,46.5,2.6,14.8,15.4,2.0,12.1,74.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Neuse Ridge, Raleigh, NC",0.177,24,4.1,1.8,2.4,11.0,41.7,45.8,57086.0,1099.0,23.9,53.7,14.1,61.8,19.3,39.9,3.1,20.9,19.5,25.0,18.5,73.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0
"Neuse Ridge, Raleigh, NC",0.177,24,4.1,1.8,2.4,11.0,41.7,45.8,57086.0,1099.0,23.9,53.7,14.1,61.8,19.3,39.9,3.1,20.9,19.5,25.0,18.5,73.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0
"Nine North, Raleigh, NC",0.006999999999999999,9,1.9,1.4,1.8,4.0,42.1,43.6,98654.0,1613.0,46.3,49.2,37.5,39.1,2.7,41.1,1.8,12.2,14.5,0.0,11.6,68.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
"North Bend, Raleigh, NC",0.094,185,1.9,1.0,1.7,85.0,47.5,39.3,72533.0,810.0,42.6,43.0,31.8,37.7,11.6,35.4,2.7,13.1,18.1,0.0,12.0,61.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0
"North College Park, Raleigh, NC",0.071,25,2.3,1.1,1.6,11.0,37.8,36.2,54200.0,795.0,39.7,36.8,25.7,59.3,21.5,51.8,2.0,19.9,9.2,0.0,18.9,81.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
"North Farms, Raleigh, NC",0.079,116,2.5,1.8,2.2,61.0,37.5,32.9,74803.0,928.0,34.4,38.8,39.7,63.2,26.8,60.8,0.0,8.8,17.3,15.5,19.7,90.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"North Haven, Raleigh, NC",0.192,523,2.5,1.3,2.1,248.0,32.6,30.9,34719.0,693.0,30.5,43.2,23.7,60.2,25.0,40.0,1.3,17.8,17.6,8.9,11.1,84.7,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0
"North Hills Place, Raleigh, NC",0.006,4,1.7,1.2,2.0,2.0,44.7,43.6,50573.0,762.0,58.9,36.7,24.4,40.2,2.8,38.3,1.6,20.3,14.2,0.0,47.1,81.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"North Hills, Raleigh, NC",0.762,1843,2.5,1.7,2.2,885.0,41.6,38.1,107345.0,1125.0,36.9,54.2,35.9,46.9,6.7,58.7,2.3,15.5,11.3,0.0,5.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
"North Park, Raleigh, NC",0.04,97,2.2,2.0,1.8,51.0,37.3,34.4,76516.0,740.0,54.2,39.7,33.5,49.9,5.2,44.3,0.9,13.0,20.1,1.1,12.8,76.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"North Trail, Raleigh, NC",0.05,134,2.5,1.3,2.1,63.0,32.6,30.9,34719.0,693.0,30.5,43.2,23.8,60.2,25.0,40.0,1.3,17.8,17.6,7.4,11.2,84.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"North Valley, Raleigh, NC",0.021,51,2.6,1.8,1.9,20.0,35.9,36.5,95333.0,1383.0,46.2,43.3,33.6,57.8,10.1,58.2,0.4,15.8,9.2,0.0,5.1,85.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Northclift, Raleigh, NC",0.258,96,1.5,1.2,2.0,44.0,40.3,39.3,45567.0,687.0,58.9,36.7,20.5,40.2,2.8,38.3,1.6,20.3,14.2,1.0,39.6,81.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
